timestamp,gender,age,preference,status,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,block1_set,id_block1,ratings_block1,train_acc,agreement,trust,id_block2,ratings_block2,test_acc,influence,comments
5/27/2026 11:11,Female,24,Men,In a relationship,29,15,10,26,20,3,1,5,7,2,2,5,1,6,1,5,6,6,9,8,6,1,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,4;5;3;6;4;2;7;4;6;6;6;7;7;3;6;6;4;6;6;6;6;8;9;6;9;6;7;6;6;3,0.833333333,8,7,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;4;6;6;6;4;1;4;8;4;5;6;3;6;6;6;6;6;7;2;6;4;3;2;6;6;4;4;4;6,0.833333333,4,in the first few profiles i didn't see that there were 2 things they like and 2 they don't like. so might be that the first 3/4 clicks are a little off
5/27/2026 11:26,Female,22,Men,In a relationship,34,24,20,17,5,1,1,5,7,7,8,1,7,4,10,4,7,6,10,10,9,4,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,7;6;6;8;3;1;8;8;4;3;3;7;7;2;3;6;9;4;6;3;4;6;8;3;7;2;2;3;0;0,0.766666667,4,3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,7;8;7;3;2;5;0;3;2;2;4;8;0;5;3;7;8;7;7;3;7;7;7;1;7;3;4;2;3;2,0.766666667,3,
5/27/2026 11:43,Female,23,Men,In a relationship,15,25,15,25,20,8,6,8,7,3,4,7,1,7,1,4,2,5,3,8,7,1,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,7;7;9;8;9;6;7;5;5;6;8;9;6;6;6;6;4;7;5;3;8;5;7;9;7;5;6;5;6;7,0.933333333,4,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,8;6;6;6;7;4;0;4;6;6;7;6;4;4;9;5;4;5;6;6;6;6;4;6;8;4;7;4;4;4,0.933333333,6,
5/27/2026 11:56,Male,23,Women,In a relationship,10,20,16,14,40,9,3,8,4,2,2,5,7,4,6,4,5,5,4,4,3,1,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;1;3;1;8;4;6;2;3;7;3;1;0;2;3;5;6;1;7;4;9;2;3;2;1;9;3;7;5;8,0.933333333,1,2,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,6;7;5;7;9;8;4;4;9;7;2;4;3;3;9;4;4;8;8;6;5;3;7;5;4;4;6;2;3;3,0.933333333,6,I mainly looked at the interests and not the sliders above
5/27/2026 12:14,Male,26,Women,In a relationship,33,33,1,1,32,7,1,6,8,6,10,1,8,1,8,6,3,8,7,8,1,1,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,2;6;7;8;7;8;1;7;10;9;0;6;5;1;7;1;0;0;7;3;2;2;2;7;6;1;6;9;10;9,0.8,5,1,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;8;6;4;7;9;8;5;8;3;6;2;4;1;3;7;3;1;4;4;3;2;6;2;4;4;4;6;8;10,0.8,6,
5/27/2026 12:28,Male,23,Women,In a relationship,20,40,15,20,5,8,9,4,6,1,1,2,8,2,1,8,2,4,5,9,6,1,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;1;3;4;7;3;4;5;2;7;3;2;3;2;2;6;2;0;2;1;1;1;2;0;3;3;2;8;3;0,0.966666667,0,7,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,2;8;3;7;7;6;2;4;5;4;1;3;2;2;3;2;8;4;4;6;3;4;6;7;0;2;2;1;4;3,0.966666667,3,
5/27/2026 8:37,Male,27,Women,Single,25,25,25,10,15,2,4,2,1,5,6,5,2,2,10,2,5,6,7,9,5,5,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,2;8;6;4;5;7;9;2;7;8;3;5;6;2;5;5;4;2;6;7;8;3;6;5;6;2;6;3;4;10,0.833333333,7,5,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,6;5;4;7;7;4;4;6;7;7;7;3;3;4;2;4;7;4;6;4;7;7;7;7;7;7;6;6;7;6,0.833333333,3,
5/27/2026 8:47,Male,43,Men,In a relationship,49,21,5,13,12,5,3,10,5,8,5,7,4,1,3,8,6,5,7,9,3,10,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,6;4;4;6;7;7;4;6;4;4;6;6;6;7;2;6;6;6;7;3;6;7;7;6;7;3;3;6;5;6,0.933333333,6,4,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,6;4;6;6;7;4;3;3;7;6;6;7;6;3;6;7;7;8;8;8;8;10;6;3;8;4;4;3;6;4,0.933333333,3,
5/27/2026 10:10,Female,24,Women,In a relationship,27,19,20,21,13,5,5,7,9,9,8,8,5,5,9,5,7,5,9,9,6,9,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,4;6;2;8;10;7;9;2;10;6;0;1;1;1;0;0;0;0;0;0;0;2;6;7;2;5;5;2;0;3,0.9,4,7,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,6;7;0;6;7;7;2;0;10;3;1;3;3;1;2;0;1;2;2;1;6;4;8;5;5;6;5;2;3;7,0.9,6,
5/27/2026 10:34,Other,22,Women,In a relationship,20,35,15,10,20,5,6,2,8,10,8,6,7,2,7,1,9,2,10,10,1,5,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;4;2;6;8;3;8;10;6;6;6;4;4;6;5;2;6;5;4;3;4;3;7;7;7;6;6;8;7;7,0.933333333,8,7,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,5;8;8;6;8;8;6;9;10;5;9;4;7;4;6;7;0;5;4;4;3;3;7;5;6;4;6;6;9;6,0.933333333,4,
5/27/2026 11:41,Female,23,Men,Single,25,15,20,20,20,8,2,7,7,7,7,5,7,7,9,4,4,6,5,8,5,5,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,7;8;4;4;7;6;2;1;1;4;6;3;0;2;4;4;7;4;3;6;0;6;4;4;7;4;4;0;4;0,0.966666667,6,6,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,6;6;6;9;3;3;0;4;7;6;3;6;7;3;0;6;6;4;4;0;3;0;6;4;6;3;4;3;6;6,0.966666667,3,"I think i made some decisions with age as well, like 42 or even 33 is way too old"
5/27/2026 12:04,Female,22,Men,In a relationship,25,30,20,10,15,1,1,5,5,8,8,2,1,1,10,6,10,8,8,5,1,10,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,8;6;2;6;5;0;5;4;2;1;3;9;6;2;4;7;6;7;7;4;6;7;6;7;6;7;3;7;5;6,0.8,4,6,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,6;6;7;4;3;4;2;3;3;4;7;7;5;4;8;7;7;6;9;4;6;7;9;6;6;5;8;6;7;6,0.8,6,
5/27/2026 12:21,Female,22,Men,In a relationship,15,25,15,20,25,10,4,10,9,7,5,10,3,2,7,2,7,6,10,10,8,5,A,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,6;6;9;6;5;1;0;3;2;3;8;9;6;4;0;6;4;3;3;4;6;2;3;7;2;4;6;4;1;3,0.833333333,7,6,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,4;4;4;6;3;4;4;3;3;4;8;6;6;4;7;6;6;3;7;7;4;6;3;4;2;3;4;0;4;3,0.833333333,3,
5/27/2026 9:56,Female,21,Men,In a relationship,26,15,24,17,18,4,1,7,8,7,4,6,2,3,7,8,1,8,9,6,1,4,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,9;6;7;7;8;8;4;3;6;6;9;7;4;9;8;5;6;6;7;4;5;7;8;4;9;3;5;0;6;1,0.866666667,7,4,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,4;6;8;7;4;6;4;3;6;8;7;9;9;4;3;6;7;8;2;6;8;9;6;6;7;2;3;6;7;5,0.866666667,6,The age was a factor that influenced my decision i think.
5/27/2026 10:16,Male,24,Women,Single,20,30,17,7,26,10,5,8,6,3,2,4,6,8,8,4,2,6,4,7,3,1,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,7;2;6;3;8;2;7;8;1;8;3;4;8;6;2;6;4;0;4;0;2;3;3;0;4;4;2;9;2;0,0.966666667,8,6,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,2;9;8;6;10;10;7;4;6;5;4;3;4;5;4;3;6;3;2;5;4;6;8;7;0;4;2;4;6;4,0.966666667,7,Age was a confound as it was the first thing I checked and I believe had a bigger impact on my choices than some of the other things.
5/27/2026 10:28,Female,19,Women,In a relationship,5,20,30,20,25,9,1,10,7,1,2,10,1,2,5,2,2,5,3,5,2,7,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,2;1;0;8;8;2;9;1;0;4;1;6;1;2;0;1;0;1;7;9;0;0;1;0;0;8;0;9;0;0,0.8,7,3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,7;2;1;0;6;7;7;0;5;1;7;0;0;0;0;0;0;0;0;6;4;2;8;6;0;8;0;1;0;0,0.8,1,
5/27/2026 11:04,Female,24,Men,In a relationship,20,20,20,20,20,2,1,4,6,6,7,8,2,5,10,10,8,10,8,10,2,7,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,7;3;2;6;2;3;2;4;6;6;7;6;3;4;8;7;8;5;6;4;6;8;9;5;3;4;5;4;5;5,0.866666667,7,6,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,5;7;5;6;4;4;3;4;5;3;6;6;5;2;1;7;9;7;6;4;7;4;6;6;5;3;4;5;3;2,0.866666667,2,
5/27/2026 11:30,Female,20,Men,In a relationship,10,20,30,20,20,7,2,7,9,7,8,8,2,6,3,6,7,7,8,8,4,1,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;8;6;4;3;4;5;3;5;7;5;6;2;6;6;8;4;7;3;2;1;6;7;4;5;6;3;0;4;1,0.766666667,2,3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,4;4;4;7;4;2;3;7;8;9;5;5;6;6;2;4;6;6;3;4;4;3;8;4;4;5;5;6;4;3,0.766666667,6,
5/27/2026 11:51,Female,17,Men,Single,18,22,20,23,17,10,4,10,5,3,6,5,4,5,1,7,8,7,9,8,6,2,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;3;6;5;6;3;0;2;6;3;9;4;7;4;8;8;4;4;5;8;0;4;5;8;8;6;4;0;3;0,0.9,7,6,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;3;7;6;7;4;0;1;4;3;9;10;6;7;0;4;6;7;7;1;9;0;7;10;9;5;6;3;3;4,0.9,7,"`to me, the age plays a big role, sometimes the personality traits were great but if the age was too high then i wouldnt date them. `im not sure if this influenced the model as well. `moreover, the interests were also quite important, however this isn't in the model as well. `If it was a real model, I would want to have this taken into account as well. "
5/27/2026 12:21,Male,21,Women,Single,25,23,18,15,19,8,7,8,10,7,8,1,7,1,9,6,8,6,8,10,5,1,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;4;8;6;9;6;8;3;7;8;4;1;5;2;1;7;6;2;6;4;3;4;7;2;9;8;7;9;8;3,0.9,8,8,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;5;2;8;9;7;6;8;6;6;6;5;4;4;5;8;10;6;6;6;8;7;7;8;3;6;7;7;9;7,0.9,4,
5/27/2026 12:30,Male,22,Women,In a relationship,30,19,32,17,2,8,7,7,7,5,5,4,3,1,7,3,8,10,5,7,1,1,B,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,2;0;9;9;8;7;10;1;5;8;2;1;7;2;0;7;1;0;0;0;0;0;7;0;8;0;0;9;9;0,0.9,9,8,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,3;8;0;9;7;8;8;9;1;10;2;2;5;2;4;2;7;1;2;3;9;8;7;8;9;8;1;7;7;7,0.9,6,
